date,asset,content,favourites_count,reblogs_count,num_comments,source
2024-11-09,GLOBAL,"RT @LeeSmithEVEN BETTER: Truth Social is worth more than the New York TimesDISAPPEARING THE PRESIDENT: TRUMP, TRUTH SOCIAL, AND THE FIGHT FOR THE REPUBLIC has the detailshttps://www.thewrap.com/trump-media-truth-social-value-more-new-york-times/",0,0,0,truth_social
2024-11-09,GLOBAL,"I am very surprised that the Democrats, who fought a hard and valiant fight in the 2020 Presidential Election, raising a record amount of money, didn’t have lots of $’s left over. Now they are being squeezed by vendors and others. Whatever we can do to help them during this difficult period, I would strongly recommend we, as a Party and for the sake of desperately needed UNITY, do. We have a lot of money left over in that our biggest asset in the campaign was “Earned Media,” and that doesn’t cost very much. MAKE AMERICA GREAT AGAIN!",46132,9941,17985,truth_social
2024-11-09,GLOBAL,RT @OANBREAKING: 45th President Donald Trump Travels To Wisconsin Rally In Garbage Truck Following President Biden’s “Garbage” remark,0,0,0,truth_social
2024-11-10,GLOBAL,"Any Republican Senator seeking the coveted LEADERSHIP position in the United States Senate must agree to Recess Appointments (in the Senate!), without which we will not be able to get people confirmed in a timely manner. Sometimes the votes can take two years, or more. This is what they did four years ago, and we cannot let it happen again. We need positions filled IMMEDIATELY! Additionally, no Judges should be approved during this period of time because the Democrats are looking to ram through their Judges as the Republicans fight over Leadership. THIS IS NOT ACCEPTABLE. THANK YOU!",53287,14880,3489,truth_social
2024-11-10,GLOBAL,HAPPY 249TH BIRTHDAY TO OUR GREAT U.S. MARINES!!!,52602,9990,1662,truth_social
2024-11-11,GLOBAL,"RT: https://truthsocial.com/users/alx/statuses/113453704459675510Anthony Scaramucci is a major loser who was fired from the Administration after only 11 days for his insane “brother from another mother” interview with Chris Cuomo, then with CNN! GREAT JOB BY JOE K.",27298,6115,1546,truth_social
2024-11-11,GLOBAL,"Get a copy of my newest book, SAVE AMERICA today! https://45books.com/",18456,4110,949,truth_social
2024-11-11,GLOBAL,“TRUMP TAPS TOM HOMAN AS BORDER CZAR”,39448,8131,2077,truth_social
2024-11-11,GLOBAL,“PREVIEWING FOREIGN POLICY UNDER TRUMP’S LEADERSHIP”,26012,6093,786,truth_social
2024-11-11,GLOBAL,RT @LeessaQWarrior,0,0,0,truth_social
2024-11-11,GLOBAL,RT: https://truthsocial.com/users/AngelaQPatriot/statuses/113456585317639003Thank you!,36522,7058,1263,truth_social
2024-11-11,GLOBAL,"I am pleased to announce that the Former ICE Director, and stalwart on Border Control, Tom Homan, will be joining the Trump Administration, in charge of our Nation’s Borders (“The Border Czar”), including, but not limited to, the Southern Border, the Northern Border, all Maritime, and Aviation Security. I’ve known Tom for a long time, and there is nobody better at policing and controlling our Borders. Likewise, Tom Homan will be in charge of all Deportation of Illegal Aliens back to their Country of Origin. Congratulations to Tom. I have no doubt he will do a fantastic, and long awaited for, job.",82756,17578,5965,truth_social
2024-11-11,GLOBAL,https://nypost.com/2024/11/10/us-news/donald-trump-wins-most-popular-votes-by-a-republican-ever/,30110,6329,1265,truth_social
2024-11-11,GLOBAL,"THANK YOU GOD! WON ALL SWING STATES, &amp; THE POPULAR VOTE BY ALMOST 7 MILLION VOTERS. GOT 312 ELECTORAL VOTES. IN THE GREAT STATE OF TEXAS, WON 31 OF 32 STATEWIDE JUDICIAL BENCHES, AND EVERY COUNTY IN THE RIO GRANDE VALLEY. THEY WERE ALL BLUE 8 YEARS AGO, &amp; GOT ONE MILLION MORE TEXAS VOTES THAN IN 2020!",63027,13871,3608,truth_social
2024-11-11,GLOBAL,RT @rcale1776#MAGA,0,0,0,truth_social
2024-11-11,GLOBAL,"The Democrats made a BIG mistake in getting Crazy Liz Chaney, and her father, Dick, involved in their campaign for President. It made the Republicans angry, and the Democrats just plain scratching their heads in amazement. It is always a bad idea to bring “losers”into a political campaign!",42699,7579,1436,truth_social
2024-11-11,GLOBAL,The NFL should get rid of the ridiculous new Kickoff Rule!,28422,4178,1117,truth_social
2024-11-11,GLOBAL,NICK BOSA IS A GREAT PLAYER!,32498,4749,666,truth_social
2024-11-11,GLOBAL,RT @ilpresidentoWE KICKED SOME ASS THIS WEEK!!!😎🇺🇸🥳🥳🥳,0,0,0,truth_social
2024-11-12,GLOBAL,"I am pleased to announce that former Director of National Intelligence John Ratcliffe will serve as Director of the Central Intelligence Agency (CIA). From exposing fake Russian collusion to be a Clinton campaign operation, to catching the FBl's abuse of Civil Liberties at the FISA Court, John Ratcliffe has always been a warrior for Truth and Honesty with the American Public. When 51 intelligence officials were lying about Hunter Biden's laptop, there was one, John Ratcliffe, telling the truth to the American People…",66147,14290,3743,truth_social
2024-11-12,GLOBAL,I am pleased to announce that William Joseph McGinley will serve as my White House Counsel. Bill is a smart and tenacious lawyer who will help me advance our America First agenda while fighting for election integrity and against the weaponization of law enforcement. He served in my first term as White House Cabinet Secretary and played a major role in our election victory as the RNC's Outside Counsel for Election Integrity…,36179,7563,586,truth_social
2024-11-12,GLOBAL,"I am pleased to announce that the Highly Respected former Governor of Arkansas, Mike Huckabee, has been nominated to be The United States Ambassador to Israel…",49768,10252,2930,truth_social
2024-11-12,GLOBAL,https://youtu.be/VbTjWvP0oxI,30636,6906,1480,truth_social
2024-11-12,GLOBAL,"I am honored to announce that Congressman Mike Waltz (R-FL) is hereby appointed to serve in my Cabinet as my National Security Advisor. Mike is the first Green Beret to have been elected to Congress, and previously served in the White House and Pentagon. Mike served in the Army Special Forces for 27 years where he was deployed multiple times in combat for which he was awarded four Bronze Stars, including two with Valor...",54821,11237,2268,truth_social
2024-11-12,GLOBAL,"I am pleased to announce that I have appointed Steven C. Witkoff to be Special Envoy to the Middle East. Steve is a Highly Respected Leader in Business and Philanthropy, who has made every project and community he has been involved with stronger and more prosperous. Steve will be an unrelenting Voice for PEACE, and make us all proud…",33086,7032,608,truth_social
2024-11-13,GLOBAL,"It is my Great Honor to announce that Congressman Matt Gaetz, of Florida, is hereby nominated to be The Attorney General of the United States. Matt is a deeply gifted and tenacious attorney, trained at the William &amp; Mary College of Law, who has distinguished himself in Congress through his focus on achieving desperately needed reform at the Department of Justice. Few issues in America are more important than ending the partisan Weaponization of our Justice System. Matt will end Weaponized Government, protect our Borders, dismantle Criminal Organizations and restore Americans’ badly-shattered Faith and Confidence in the Justice Department. On the House Judiciary Committee, which performs oversight of DOJ, Matt played a key role in defeating the Russia, Russia, Russia Hoax, and exposing alarming and systemic Government Corruption and Weaponization. He is a Champion for the Constitution and the Rule of Law…",70720,16549,8252,truth_social
2024-11-13,GLOBAL,"…Matt will root out the systemic corruption at DOJ, and return the Department to its true mission of fighting Crime, and upholding our Democracy and Constitution. We must have Honesty, Integrity, and Transparency at DOJ. Under Matt’s leadership, all Americans will be proud of the Department of Justice once again.",49755,10093,1982,truth_social
2024-11-13,GLOBAL,RT @TeamTrumpPresident Trump 🤝 House GOP,0,0,0,truth_social
2024-11-13,GLOBAL,"Congratulations to Senator John Thune, the Newly Elected Senate Majority Leader. He moves quickly, and will do an outstanding job. I look forward to working with him, and Senators John Barrasso (Senate Majority Whip), Tom Cotton (Senate Republican Conference Chairman), Shelley Moore Capito (Senate Republican Policy Committee Chairman), James Lankford (Republican Conference Vice Chairman), and Tim Scott (National Republican Senatorial Committee Chairman) to, MAKE AMERICA GREAT AGAIN!",30405,6132,2915,truth_social
2024-11-13,GLOBAL,Thank you — So beautiful!!!,46802,6941,1906,truth_social
2024-11-13,GLOBAL,"I am pleased to announce that the Governor and former Congresswoman from South Dakota, Kristi Noem, will be appointed to serve as the Secretary of the Department of Homeland Security (DHS). Kristi has been very strong on Border Security. She was the first Governor to send National Guard Soldiers to help Texas fight the Biden Border Crisis, and they were sent a total of eight times. She will work closely with ""Border Czar"" Tom Homan to secure the Border, and will guarantee that our American Homeland is secure from our adversaries…",60001,12043,4401,truth_social
2024-11-13,GLOBAL,"I am pleased to announce that the Great Elon Musk, working in conjunction with American Patriot Vivek Ramaswamy, will lead the Department of Government Efficiency ('DOGE"")….",80785,18367,5880,truth_social
2024-11-13,GLOBAL,"I am honored to announce that I have nominated Pete Hegseth to serve in my Cabinet as The Secretary of Defense. Pete has spent his entire life as a Warrior for the Troops, and for the Country. Pete is tough, smart and a true believer in America First. With Pete at the helm, America's enemies are on notice - Our Military will be Great Again, and America will Never Back Down…",64108,13137,5267,truth_social
2024-11-13,GLOBAL,RT @AngelaQPatriot#XTeam #LilyPadLounge #TheHashTagChat #FHFNEWS,0,0,0,truth_social
2024-11-13,GLOBAL,RT @DonaldJTrumpJrLegendary,0,0,0,truth_social
2024-11-14,GLOBAL,RT @realDonaldTrump,0,0,0,truth_social
2024-11-14,GLOBAL,"I respect Jamie Dimon, of JPMorgan Chase, greatly, but he will not be invited to be a part of the Trump Administration. I thank Jamie for his outstanding service to our Country!",34717,5974,1621,truth_social
2024-11-14,GLOBAL,"I am thrilled to announce Robert F. Kennedy Jr. as The United States Secretary of Health and Human Services (HHS). For too long, Americans have been crushed by the industrial food complex and drug companies who have engaged in deception, misinformation, and disinformation when it comes to Public Health. The Safety and Health of all Americans is the most important role of any Administration, and HHS will play a big role in helping ensure that everybody will be protected from harmful chemicals, pollutants, pesticides, pharmaceutical products, and food additives that have contributed to the overwhelming Health Crisis in this Country. Mr. Kennedy will restore these Agencies to the traditions of Gold Standard Scientific Research, and beacons of Transparency, to end the Chronic Disease epidemic, and to Make America Great and Healthy Again!",88454,20453,6860,truth_social
2024-11-14,GLOBAL,"I am pleased to announce that Jay Clayton, of New York, the Chairman of the U.S. Securities and Exchange Commission during my first term, where he did an incredible job, is hereby nominated to be the U.S. Attorney for the Southern District of New York. Jay is a highly respected business leader, counsel, and public servant. Jay received Engineering and Law degrees from the University of Pennsylvania, and an Economics degree from the University of Cambridge. Before chairing the SEC, Jay was a partner at Sullivan &amp; Cromwell, and served on the Management Committee. He is currently a Senior Policy Advisor to Sullivan &amp; Cromwell, a Board Member of several public and private companies, and an Adjunct Professor at the Wharton Business School, and the Carey Law School at the University of Pennsylvania. Jay is going to be a strong Fighter for the Truth as we, Make America Great Again.",46869,9262,1308,truth_social
2024-11-16,GLOBAL,"Nicole Reinoso has my Complete and Total Endorsement for Doral City Council (Seat 3). Working with Doral’s wonderful Mayor, Christi Fraga, Nicole will help Grow the Economy, Create GREAT Jobs, and Deliver the American Dream. Doral Residents, vote for Nicole Reinoso - She will not let you down!",20530,4257,449,truth_social
2024-11-17,GLOBAL,"A totally Fake poll that caused great distrust and uncertainty at a very critical time. She knew exactly what she was doing. Thank you to the GREAT PEOPLE OF IOWA for giving me such a record breaking vote, despite possible ELECTION FRAUD by Ann Selzer and the now discredited “newspaper” for which she works. An investigation is fully called for! https://www.desmoinesregister.com/story/opinion/columnists/2024/11/17/ann-selzer-conducts-iowa-poll-ending-election-polling-moving-to-other-opportunities/76334909007/",41856,10680,3121,truth_social
2024-11-17,GLOBAL,https://www.tmz.com/2024/11/16/donald-trump-attends-ufc-309-elon-musk-rfk/,33068,6307,1135,truth_social
2024-11-17,GLOBAL,"Great job on FoxNews today by GOPAC CHAIRMAN David Avella. A clear and concise statement of what the Republican Party must do in order to maintain its GREAT MOMENTUM coming off one of the most successful Republican Elections in history. It will all get done, and more!!!",29458,5631,759,truth_social
2024-11-17,GLOBAL,https://nypost.com/2024/11/16/us-news/trump-greeted-with-thunderous-applause-in-trumphant-return-to-msg-for-ufc-309-with-elon-musk-and-mike-johnson-in-tow/,23809,4146,270,truth_social
2024-11-17,GLOBAL,THANK YOU TO THE GREAT DANA WHITE AND #UFC309!,35143,7650,1148,truth_social
2024-11-17,GLOBAL,https://www.dailymail.co.uk/sport/ufc/article-14092079/Donald-Trump-arrives-UFC-309-Dana-White-Robert-F-Kennedy-Jr.html,25909,4518,328,truth_social
2024-11-18,GLOBAL,"We’re coming up on the five year anniversary of Covid, and if you recall, under President Trump’s leadership, we had incredible public health policies. President Trump’s unparalleled creation of Operation Warp Speed was one like we’ve never seen before! Dr. Janette Neishewat, FoxNews",26180,4662,2564,truth_social
2024-11-18,GLOBAL,What a great week this has been. Perhaps the most successful Election results in Republican Party history! MAKE AMERICA GREAT AGAIN. Thank you!!!,51010,8904,2411,truth_social
2024-11-18,GLOBAL,"Great job by Senator Markwayne Mullen, of the Great State of Oklahoma, in a wonderful interview with Trey Gowdy on FoxNews. I love Oklahoma, where I was the only person to win all 77 out of 77 districts. I did it 3 consecutive times. Ronald Reagan was second in winning 56 districts. Markwayne, a great fighter, is taking really good care of that very Special State - And I’m there watching over it. MAKE AMERICA GREAT AGAIN!",32837,6016,1107,truth_social
2024-11-18,GLOBAL,TRUE!!!,38008,9544,2147,truth_social
2024-11-19,GLOBAL,"I’m heading to the Great State of Texas to watch the launch of the largest object ever to be elevated, not only to Space, but simply by lifting off the ground. Good luck to Elon Musk and the Great Patriots involved in this incredible project!",38604,7092,1408,truth_social
2024-11-19,GLOBAL,"The Democrats are trying to rig the U.S. Senate Election in Pennsylvania. Such a disgrace. The Election was WON, conclusively, by David McCormick!",34925,8418,1709,truth_social
2024-11-19,GLOBAL,“THE ‘SILENT TRUMP VOTER’ ROARS BACK”,20787,4869,494,truth_social
2024-11-19,GLOBAL,The Democrats are trying to stack the Courts with Radical Left Judges on their way out the door. Republican Senators need to Show Up and Hold the Line — No more Judges confirmed before Inauguration Day!,58135,15784,3725,truth_social
2024-11-19,GLOBAL,“CHANGE IS COMING”,26019,6509,1013,truth_social
2024-11-19,GLOBAL,MAKE AMERICA GREAT AGAIN!,29601,6923,1692,truth_social
2024-11-19,GLOBAL,"Thank you, Sylvester Stallone!",26352,5562,659,truth_social
2024-11-19,GLOBAL,"“The coalition President Trump has assembled, like Elon Musk, Robert Kennedy, Tulsi Gabbard — these are people that span the political spectrum, are willing to put differences aside, realize we have serious problems, and work together to solve them.”",22779,5185,638,truth_social
2024-11-19,GLOBAL,"“The American people spoke last week when they elected Donald Trump by such a big margin, they flipped the Senate, and they kept a Republican majority in the House. They WANT accountability."" James Comer",20503,4771,518,truth_social
2024-11-19,GLOBAL,“TRUMP DANCE SWEEPS THE NATION”,24330,5755,734,truth_social
2024-11-20,GLOBAL,"Coming Soon! The Limited Edition “45” Guitar. Only 1,300 of each Acoustic and Electric Guitars MADE — Some personally signed! https://gettrumpguitars.com/",23338,4929,1406,truth_social
2024-11-20,GLOBAL,"Congratulations, Elon!",40961,8107,1387,truth_social
2024-11-20,GLOBAL,"JUSTICE FOR LAKEN RILEY! The Illegal who killed our beloved Laken Riley was just found GUILTY on all counts for his horrific crimes. Although the pain and heartbreak will last forever, hopefully this can help bring some peace and closure to her wonderful family who fought for Justice, and to ensure that other families don’t have to go through what they have. We love you, Laken, and our hearts will always be with you. It is time to secure our Border, and remove these criminals and thugs from our Country, so nothing like this can happen again!",77306,17036,5234,truth_social
2024-11-20,GLOBAL,REPUBLICANS MUST KILL THIS BILL! https://www.pbs.org/video/press-act-1731967667/,24017,7559,2172,truth_social
2024-11-20,GLOBAL,“IT’S AN INSULT TO JUSTICE”,23362,6522,1058,truth_social
2024-11-20,GLOBAL,“TRUMP ADMIN TAKES SHAPE”,21394,5263,1509,truth_social
2024-11-20,GLOBAL,RT @realDonaldTrumpThe Democrats are trying to stack the Courts with Radical Left Judges on their way out the door. Republican Senators need to Show Up and Hold the Line — No more Judges confirmed before Inauguration Day!,0,0,0,truth_social
2024-11-20,GLOBAL,"This is what the Radical Left Lunatics do to people. They dirty them up, they destroy them, and then they spit them out. They are trying that right now with some great American Patriots who are only trying to fix the mess that the Democrats have made of our Country. WE WILL WIN!!! MAGA",33678,8289,1635,truth_social
2024-11-21,GLOBAL,"I greatly appreciate the recent efforts of Matt Gaetz in seeking approval to be Attorney General. He was doing very well but, at the same time, did not want to be a distraction for the Administration, for which he has much respect. Matt has a wonderful future, and I look forward to watching all of the great things he will do!",75382,13431,11521,truth_social
2024-11-21,GLOBAL,"I am proud to announce former Attorney General of the Great State of Florida, Pam Bondi, as our next Attorney General of the United States. Pam was a prosecutor for nearly 20 years, where she was very tough on Violent Criminals, and made the streets safe for Florida Families. Then, as Florida’s first female Attorney General, she worked to stop the trafficking of deadly drugs, and reduce the tragedy of Fentanyl Overdose Deaths, which have destroyed many families across our Country. She did such an incredible job, that I asked her to serve on our Opioid and Drug Abuse Commission during my first Term — We saved many lives!For too long, the partisan Department of Justice has been weaponized against me and other Republicans - Not anymore. Pam will refocus the DOJ to its intended purpose of fighting Crime, and Making America Safe Again. I have known Pam for many years — She is smart and tough, and is an AMERICA FIRST Fighter, who will do a terrific job as Attorney General!",66327,15233,8740,truth_social
2024-11-22,GLOBAL,https://youtu.be/SBNC7z72lNM,16869,4373,1053,truth_social
2024-11-23,GLOBAL,"I am very pleased to nominate Russell Thurlow Vought, from the Great State of Virginia, as the Director of the United States Office of Management and Budget (OMB). He did an excellent job serving in this role in my First Term - We cut four Regulations for every new Regulation, and it was a Great Success! Russ graduated with a B.A. from Wheaton College, and received his J.D. from the Washington University School of Law. Russ has spent many years working in Public Policy in Washington, D.C., and is an aggressive cost cutter and deregulator who will help us implement our America First Agenda across all Agencies. Russ knows exactly how to dismantle the Deep State and end Weaponized Government, and he will help us return Self Governance to the People. We will restore fiscal sanity to our Nation, and unleash the American People to new levels of Prosperity and Ingenuity. I look forward to working with you again, Russ. Congratulations. Together, we will Make America Great Again!",24608,5591,770,truth_social
2024-11-23,GLOBAL,"I am hearing that America First Patriot Randy Fine is considering launching his Campaign for Congress in Florida's 6th Congressional District! A Harvard Educated, Successful Businessman, and Highly Respected State Legislator, Randy has been an incredible Voice for MAGA, and the Great People of Florida. In Congress, Randy will be an INCREDIBLE Fighter who will work tirelessly with me to Stop Inflation, Grow our Economy, Secure the Border, Champion our Military/Vets, Restore American Energy DOMINANCE, Protect our always under siege Second Amendment, and Restore PEACE THROUGH STRENGTH. Should he decide to enter this Race, Randy Fine has my Complete and Total Endorsement. RUN, RANDY, RUN!",30813,6550,1306,truth_social
2024-11-24,GLOBAL,"Now it’s time to SAVE AMERICA! Only one Book captures the magic we had, and will soon have again. Get my newest book — SAVE AMERICA! https://45books.com/",20077,4591,1576,truth_social
2024-11-25,GLOBAL,"As everyone is aware, thousands of people are pouring through Mexico and Canada, bringing Crime and Drugs at levels never seen before. Right now a Caravan coming from Mexico, composed of thousands of people, seems to be unstoppable in its quest to come through our currently Open Border. On January 20th, as one of my many first Executive Orders, I will sign all necessary documents to charge Mexico and Canada a 25% Tariff on ALL products coming into the United States, and its ridiculous Open Borders. This Tariff will remain in effect until such time as Drugs, in particular Fentanyl, and all Illegal Aliens stop this Invasion of our Country! Both Mexico and Canada have the absolute right and power to easily solve this long simmering problem. We hereby demand that they use this power, and until such time that they do, it is time for them to pay a very big price!",50979,12687,4016,truth_social
2024-11-25,GLOBAL,"I have had many talks with China about the massive amounts of drugs, in particular Fentanyl, being sent into the United States – But to no avail. Representatives of China told me that they would institute their maximum penalty, that of death, for any drug dealers caught doing this but, unfortunately, they never followed through, and drugs are pouring into our Country, mostly through Mexico, at levels never seen before. Until such time as they stop, we will be charging China an additional 10% Tariff, above any additional Tariffs, on all of their many products coming into the United States of America. Thank you for your attention to this matter.",32229,8518,2180,truth_social
2024-11-25,GLOBAL,"….It was a political hijacking, and a low point in the History of our Country that such a thing could have happened, and yet, I persevered, against all odds, and WON. MAKE AMERICA GREAT AGAIN!",25728,6084,1118,truth_social
2024-11-25,GLOBAL,"Jimmy Patronis, Chief Financial Officer for the Great State of Florida, has done a tremendous job as CFO, where he also serves as the State’s Fire Marshall, and as an important member of the Florida Cabinet. I hear that Jimmy is now considering launching a Campaign for Congress in Florida's 1st Congressional District! A fourth generation Floridian from the beautiful Panhandle, and owner of an iconic seafood restaurant, Jimmy has been a wonderful friend to me, and to MAGA. As your next Congressman, Jimmy would work tirelessly alongside of me to Grow our Economy, Secure our Border, Stop Migrant Crime, Strengthen our Incredible Military/Vets, Restore American Energy DOMINANCE, and Defend our always under siege Second Amendment. Should he decide to enter this Race, Jimmy Patronis has my Complete and Total Endorsement. RUN, JIMMY, RUN!",29305,6538,962,truth_social
2024-11-25,GLOBAL,"These cases, like all of the other cases I have been forced to go through, are empty and lawless, and should never have been brought. Over $100 Million Dollars of Taxpayer Dollars has been wasted in the Democrat Party’s fight against their Political Opponent, ME. Nothing like this has ever happened in our Country before. They have also used State Prosecutors and District Attorneys, such as Fani Willis and her lover, Nathan Wade (who had absolutely zero experience in cases such as this, but was paid MILLIONS, enough for them to take numerous trips and cruises around the globe!), Letitia James, who inappropriately, unethically, and probably illegally, campaigned on “GETTING TRUMP” in order to win Political Office, and Alvin Bragg, who himself never wanted to bring this case against me, but was forced to do so by the Justice Department and the Democrat Party….",48234,12842,4296,truth_social
2024-11-26,GLOBAL,https://time.com/7178829/why-ceos-are-cheering-donald-trump-bessent-pick-for-treasury-secretary/,13081,3104,346,truth_social
2024-11-26,GLOBAL,“Wall St closes higher; small-caps hit record high after Trump nominates Bessent” https://www.reuters.com/markets/us/dow-futures-hit-all-time-high-markets-laud-trumps-treasury-pick-2024-11-25/,15832,3397,407,truth_social
2024-11-26,GLOBAL,"“Freedom Caucus Looks to Chart a New, Even Trumpier Path” https://www.notus.org/congress/freedom-caucus-chart-new-trump-path",14458,3683,446,truth_social
2024-11-26,GLOBAL,"Will the failing New York Times apologize to its readers for getting years of “Trump” coverage so wrong. They write such phony “junk,” knowing full well how incorrect it is, only meaning to demean. Magot Hagerman, a third rate writer and fourth rate intellect, writes story after story, always terrible, and yet I almost never speak to her. They do no fact checking, because facts don’t matter to them. I don’t believe I’ve had a legitimately good story in the NYT for years, AND YET I WON, IN RECORD FASHION, THE MOST CONSEQUENTIAL PRESIDENTIAL ELECTION IN DECADES. WHERE IS THE APOLOGY?",26106,6688,2378,truth_social
2024-11-26,GLOBAL,"RT @realDonaldTrumpNow it’s time to SAVE AMERICA! Only one Book captures the magic we had, and will soon have again. Get my newest book — SAVE AMERICA! https://45books.com/",0,0,0,truth_social
2024-11-26,GLOBAL,"RT @realDonaldTrumpI am hearing that America First Patriot Randy Fine is considering launching his Campaign for Congress in Florida's 6th Congressional District! A Harvard Educated, Successful Businessman, and Highly Respected State Legislator, Randy has been an incredible Voice for MAGA, and the Great People of Florida. In Congress, Randy will be an INCREDIBLE Fighter who will work tirelessly with me to Stop Inflation, Grow our Economy, Secure the Border, Champion our Military/Vets, Restore American Energy DOMINANCE, Protect our always under siege Second Amendment, and Restore PEACE THROUGH STRENGTH. Should he decide to enter this Race, Randy Fine has my Complete and Total Endorsement. RUN, RANDY, RUN!",0,0,0,truth_social
2024-11-26,GLOBAL,RT @realDonaldTrump,0,0,0,truth_social
2024-11-27,GLOBAL,https://youtu.be/5KgxHuMttfE,13800,3089,451,truth_social
2024-11-27,GLOBAL,"I am very pleased to nominate General Keith Kellogg to serve as Assistant to the President and Special Envoy for Ukraine and Russia. Keith has led a distinguished Military and Business career, including serving in highly sensitive National Security roles in my first Administration. He was with me right from the beginning! Together, we will secure PEACE THROUGH STRENGTH, and Make America, and the World, SAFE AGAIN!",43939,9329,1982,truth_social
2024-11-27,GLOBAL,https://www.foxnews.com/video/6365232523112,19349,4160,952,truth_social
2024-11-27,GLOBAL,https://www.foxnews.com/media/sean-hannity-truth-common-sense-making-comeback,15116,3175,378,truth_social
2024-11-27,GLOBAL,https://youtu.be/hhj7Rke02CQ,17516,4061,338,truth_social
2024-11-27,GLOBAL,Laura Ingraham: “America is feeling more hopeful this holiday.”,29885,6204,1319,truth_social
2024-11-27,GLOBAL,https://youtu.be/AjYbe1etKOc,15432,3297,313,truth_social
2024-11-27,GLOBAL,https://youtu.be/qS_8_sxfzyg,16852,4091,405,truth_social
2024-11-27,GLOBAL,LAURA INGRAHAM: “LAWFARE LOSES—FINALLY”,15745,3750,398,truth_social
2024-11-27,GLOBAL,“TRUMP REVEALS WHAT HE’LL DO ON DAY ONE”,14502,3712,301,truth_social
2024-11-27,GLOBAL,“THE DICTATOR HOAX FELL FLAT”,13920,3449,614,truth_social
2024-11-27,GLOBAL,"Jesse Watters: “Democrats dismantled the border — and in return, the border crisis dismantled the Democrats.”",14417,3708,336,truth_social
2024-11-27,GLOBAL,https://youtu.be/AsIcUdP10go,15509,3494,395,truth_social
2024-11-28,GLOBAL,RT @realDonaldTrump,0,0,0,truth_social
2024-11-28,GLOBAL,"Happy Thanksgiving to all, including to the Radical Left Lunatics who have worked so hard to destroy our Country, but who have miserably failed, and will always fail, because their ideas and policies are so hopelessly bad that the great people of our Nation just gave a landslide victory to those who want to MAKE AMERICA GREAT AGAIN! Don’t worry, our Country will soon be respected, productive, fair, and strong, and you will be, more than ever before, proud to be an American!",85338,17445,9239,truth_social
2024-11-28,GLOBAL,"The great Dana White, and friends!!!",32039,5054,674,truth_social
2024-11-28,GLOBAL,"Just had a wonderful conversation with the new President of Mexico, Claudia Sheinbaum Pardo. She has agreed to stop Migration through Mexico, and into the United States, effectively closing our Southern Border. We also talked about what can be done to stop the massive drug inflow into the United States, and also, U.S. consumption of these drugs. It was a very productive conversation!",48188,10119,2083,truth_social
2024-11-28,GLOBAL,"I will be working on a large scale United States Advertising Campaign, explaining how bad Fentanyl is for people to use - Millions of lives being so needlessly destroyed. By the time the Campaign is over, everyone will know how really bad the horror of this Drug is.",37410,7951,1424,truth_social
2024-11-28,GLOBAL,"Mexico will stop people from going to our Southern Border, effective immediately. THIS WILL GO A LONG WAY TOWARD STOPPING THE ILLEGAL INVASION OF THE USA. Thank you!!!",55209,11601,3020,truth_social
2024-11-29,GLOBAL,WHAT WILL WE DO WITH THIS MOMENT…,48459,14306,3393,truth_social
2024-11-29,GLOBAL,“The Local Sheriffs Gearing Up to Help Trump Carry Out Mass Deportations”https://www.wsj.com/us-news/county-sheriffs-trump-immigration-plan-deportations-64c522dd,41580,9335,2710,truth_social
2024-11-30,GLOBAL,"The idea that the BRICS Countries are trying to move away from the Dollar while we stand by and watch is OVER. We require a commitment from these Countries that they will neither create a new BRICS Currency, nor back any other Currency to replace the mighty U.S. Dollar or, they will face 100% Tariffs, and should expect to say goodbye to selling into the wonderful U.S. Economy. They can go find another “sucker!” There is no chance that the BRICS will replace the U.S. Dollar in International Trade, and any Country that tries should wave goodbye to America.",35562,9030,1891,truth_social
2024-11-30,GLOBAL,"I just had a very productive meeting with Prime Minister Justin Trudeau of Canada, where we discussed many important topics that will require both Countries to work together to address, like the Fentanyl and Drug Crisis that has decimated so many lives as a result of Illegal Immigration, Fair Trade Deals that do not jeopardize American Workers, and the massive Trade Deficit the U.S. has with Canada. I made it very clear that the United States will no longer sit idly by as our Citizens become victims to the scourge of this Drug Epidemic, caused mainly by the Drug Cartels, and Fentanyl pouring in from China. Too much death and hardship! Prime Minister Trudeau has made a commitment to work with us to end this terrible devastation of U.S. Families. We also spoke about many other important topics like Energy, Trade, and the Arctic. All are vital issues that I will be addressing on my first days back in Office, and before.",56689,10756,3819,truth_social
2024-11-30,GLOBAL,"I am pleased to nominate Charles Kushner, of New Jersey, to serve as the U.S. Ambassador to France. He is a tremendous business leader, philanthropist, &amp; dealmaker, who will be a strong advocate representing our Country &amp; its interests. Charlie is the Founder &amp; Chairman of Kushner Companies, one of the largest &amp; most successful privately held Real Estate firms in the Nation. He was recognized as New Jersey Entrepreneur of the Year by Ernst &amp; Young, appointed to the U.S. Holocaust Memorial Council, &amp; served as a Commissioner, &amp; Chairman, of the Port Authority of New York &amp; New Jersey, as well as on the Boards of our top institutions, including NYU. Congratulations to Charlie, his wonderful wife Seryl, their 4 children, &amp; 14 grandchildren. His son, Jared, worked closely with me in the White House, in particular on Operation Warp Speed, Criminal Justice Reform, &amp; the Abraham Accords. Together, we will strengthen America’s partnership with France, our oldest Ally, &amp; one of our greatest!",30607,6012,1391,truth_social
